341,Loaning Road,EH7 6JU,55.9600385,-3.1456581,1
342,Seafield Way,EH15 1EH,55.9642395,-3.1313167,1
343,Cadogan Road,EH16 6LY,55.9125783,-3.1659127,16
344,Gordon Road,EH12 6NE,55.944073,-3.2766119,15
345,Harrison Place,EH11 1SF,55.9344744,-3.2282505,2
346,Oxgangs Terrace,EH13 9BZ,55.9074625,-3.2308324,5
347,Abercorn Crescent,EH8 7HP,55.9515257,-3.1461725,1
348,Keith Row,EH4 3NJ,55.9562441,-3.2509076,4
349,Murrayburn Road,EH11 4RX,55.9212982,-3.2772781,13
350,Southhouse Loan,EH17 8HH,55.9005476,-3.1588252,16
351,Fernieside Gardens,EH17 7HN,55.9117223,-3.1327874,16
352,Silverknowes Grove,EH4 5NH,55.9700233,-3.2677321,14
353,Shandon Place,EH11 1PN,55.9339631,-3.2307208,2
354,Liberton Drive,EH16 6NW,55.9124358,-3.1709437,16
355,Easter Drylaw Drive,EH4 2QX,55.9652753,-3.2427968,4
356,East Barnton Avenue,EH4 6AH,55.9651236,-3.2801643,14
357,South Maybury St,EH12 8NX,55.9422095,-3.3130137,9
358,Parkgrove View,EH4 7QW,55.9586492,-3.2939892,9
359,Rannoch Grove,EH4 7EH,55.9542291,-3.2835154,9
360,St. Clair Road,EH6 8JJ,55.9651684,-3.168336,12
361,East Hermitage,EH6 8AB,55.9696242,-3.161931,8
362,Oxgangs Brae,EH13 9LT,55.9045246,-3.2214235,5
363,Craigs Drive,EH12 8UW,55.9468858,-3.3017349,9
364,North Fort Street,EH6 4HW,55.9771722,-3.1861777,8
365,Cathcart Place,EH11 2HD,55.9426528,-3.223249,13
366,Wheatfield Road,EH11 2PS,55.9376078,-3.2368443,13
367,Broomhouse Medway,EH11 3SR,55.9299835,-3.2794488,13
368,West Montgomery Place,EH7 5EZ,55.9598465,-3.1785899,12
369,Stewart Terrace,EH11 1UP,55.93583,-3.2334858,13
370,Newbattle Terrace,EH10 4SA,55.9309299,-3.2049804,3
371,Cammo Gardens,EH4 8EL,55.9598768,-3.3106423,14
372,Moredun Park Loan,EH17 7HB,55.9127727,-3.1374815,16
373,Easter Drylaw Avenue ,EH4 2QZ,55.9644328,-3.2454028,4
374,Pilrig Heights,EH6 5AB,55.9663001,-3.1850705,12
375,Logie Green Gardens,EH7 4HD,55.9646851,-3.1969066,12
376,East Castle Road,EH10 5AR,55.9356533,-3.2157611,3
377,Claverhouse Drive,EH16 6BX,55.9165183,-3.1583453,16
378,Comiston Place,EH10 6DN,55.9233582,-3.2090547,3
379,Durham Place East,EH15 1PT,55.9461612,-3.1203284,11
380,Regent Place,EH7 5RZ,55.9580955,-3.1687172,12
381,Temple Park Crescent,EH11 1HX,55.937621,-3.2200566,2
382,Cowgatehead,EH1 1JU,55.9478331,-3.1938502,6
383,Bughtlin Park,EH12 8UR,55.9516042,-3.3053512,9
384,Forteviot House,EH17 7JY,55.9141555,-3.1400359,16
385,Cleekim Drive,EH15 3QP,55.9352256,-3.1130738,11
386,East Parkside,EH16 5XJ,55.9416094,-3.1733662,17
387,Corstophine Bank Avenue ,EH12 8SB,55.9443686,-3.292399,15
388,Craigleith Road,EH4 2EH,55.9571255,-3.2341582,4
389,Silverknowes Place,EH4 5LT,55.9711858,-3.2705657,14
390,Annadale Street Lane,EH7 4LS,55.96098,-3.1824581,12
391,Barnton Park Drive,EH4 6HP,55.9620176,-3.2926297,14
392,Fillyside Avenue,EH7 6QU,55.9621657,-3.1337483,1
393,Seafield Street,EH6 7LG,55.9691902,-3.1451653,1
394,Bingham Way,EH15 3NN,55.9382003,-3.1258379,11
395,Wellington Place,EH6 7EQ,55.9714129,-3.1688453,8
396,Fountain Close,EH1 1TF,55.9503586,-3.1847063,6
397,Quarrybank End,EH14 2TU,55.9159781,-3.2936705,13
398,South Oswald Road,EH9 2HJ,55.9286649,-3.1930642,17
399,Miller Row,EH4 3BQ,55.9526411,-3.2160587,4
400,Keith Crescent,EH4 3NJ,55.9562441,-3.2509076,4
401,Redhall Drive ,EH14 2HG,55.9227007,-3.2566487,13
402,West Maitland St,EH3 8JQ,55.9470762,-3.2151424,6
