Street Name,Date,Time,Grade,Zone,Dogfoul,Vandalism,Graffiti,Weeds,Detritus,Fly Posting,Bin Count,Number Overflowing,Smoking,Drinks,Confectionery,Fast Food,Pedestrian Individual,Business,Domestic,Construction,Animal Faeces,Other
Northfield Square,25/02/2009,,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Oxgangs Broadway,25/02/2009,,B,3,2,1,2,1,1,1,2,1,1,1,1,0,1,0,0,0,1,0
Parkhead Place,25/02/2009,,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Pentland Avenue,25/02/2009,,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,1,0,0,0,0
Queensferry Terrace,25/02/2009,,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Redhall Place,25/02/2009,,B,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Rosefield Street,25/02/2009,,B,3,1,1,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0
Salvesen Street,25/02/2009,,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Seacot,25/02/2009,,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Silverknowes Green,25/02/2009,,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Spybank Law Road,25/02/2009,,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Spybank Law Road,25/02/2009,,B,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Stanhope Place,25/02/2009,,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Stirling Road,25/02/2009,,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sunbury Street,25/02/2009,,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Sydney Terrace,25/02/2009,,C,3,1,1,1,3,3,1,0,0,1,1,1,0,1,0,0,0,0,0
Torrance Park,25/02/2009,,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Walker Drive,25/02/2009,,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Wester Broom Gardens,25/02/2009,,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Wester Coates Gardens,25/02/2009,,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Whitehall Road,25/02/2009,,C,3,1,1,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Whitingford,25/02/2009,,B,3,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Willowbrae Road,25/02/2009,,C,3,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Willowbrae Road,25/02/2009,,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Willowbrae Road,25/02/2009,,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Standingstane Road,25/02/2009,,A,4,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Standingstane Road,25/02/2009,,B,4,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Standingstane Road,25/02/2009,,B,4,1,1,1,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0
The Wisp,25/02/2009,,A,4,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
The Wisp,25/02/2009,,B,4,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
The Wisp,25/02/2009,,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Wisp,25/02/2009,,B,4,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0
Torphin Road,25/02/2009,,B,4,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Turnhouse Road,25/02/2009,,B,4,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Turnhouse Road,25/02/2009,,B,4,1,1,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0
Turnhouse Road,25/02/2009,,C,4,1,1,1,1,3,1,0,0,0,1,1,0,1,0,0,1,0,0
Turnhouse Road,25/02/2009,,A,4,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Wilkieston Road,25/02/2009,,B,4,1,1,1,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0
Wilkieston Road,25/02/2009,,B,4,1,1,1,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0
Lauriston Place,25/02/2009,,B,1,1,1,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0
Lauriston Place,25/02/2009,,B,1,1,1,2,2,2,1,1,0,1,1,0,0,1,0,0,0,0,0
Ramsay Gardens,25/02/2009,,A,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
St College Street,25/02/2009,,B,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Teviot Place,25/02/2009,,B,1,1,1,1,1,2,1,2,0,1,0,1,0,1,0,0,0,0,0
Alderbank Terrace,25/02/2009,,B,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Bonnington Road,25/02/2009,,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cambridge Gardens,25/02/2009,,B,2,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Crawford Road,25/02/2009,,C,2,1,1,1,1,3,1,0,0,1,1,1,0,1,0,0,0,0,0
Easter Road,25/02/2009,,B,2,1,1,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0
Easter Road,25/02/2009,,B,2,2,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,1,0
Great Carleton Place,25/02/2009,,B,2,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Hill Square,25/02/2009,,C,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Jamica Mews,25/02/2009,,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kirk Street,25/02/2009,,B,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,1,0,0,0
Lower London Road,25/02/2009,,B,2,1,1,1,2,4,1,0,0,1,0,1,0,1,0,0,0,0,0
Muirhouse Crescent,25/02/2009,,B,2,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
Murrayburn Drive,25/02/2009,,B,2,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Oakville Terrace,25/02/2009,,A,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pirniefield Place,25/02/2009,,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Promenade Portobello,25/02/2009,,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Promenade Portobello,25/02/2009,,B,2,2,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,1,0
Promenade Portobello,25/02/2009,,A,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Promenade Portobello,25/02/2009,,A,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
Royal Circus,25/02/2009,,B,2,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Sciennes House Place,25/02/2009,,B,2,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Spa Place,25/02/2009,,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Taylor Gardens,25/02/2009,,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Warrender Park Crescent,25/02/2009,,B,2,2,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,1,0
The Vennel,02/09/2008,13:30,C,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Barnton Park Place,02/09/2008,10:05,B,3,1,1,1,2,3,1,0,0,1,1,0,0,1,0,0,0,0,0
Shore Road,02/09/2008,13:16,B,3,1,1,1,2,3,1,0,0,1,1,0,0,1,0,0,0,0,0
Almondhill Road,02/09/2008,14:12,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Gillerhill,02/09/2008,12:53,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Rose Lane,02/09/2008,13:22,B,4,1,1,1,2,2,1,2,0,0,0,1,1,1,0,0,0,0,0
West Craigie Farm Road,02/09/2008,14:52,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Durar Drive,03/09/2008,10:21,C,3,1,1,1,2,2,1,0,0,1,1,1,1,1,0,1,0,0,0
Meadow Road,03/09/2008,11:45,B,3,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0
Ladywell Road,03/09/2008,13:05,C,3,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,0,0,0
Balbirnie Place,03/09/2008,14:46,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Western Terrace,03/09/2008,15:14,B,3,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Pinkhill,03/09/2008,15:51,B,3,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Muirhouse Drive,04/09/2008,10:36,C,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Laverockbank Gardens,04/09/2008,11:25,B,3,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Beresford Place,04/09/2008,11:48,B,3,1,1,1,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0
Boswall Crescent,04/09/2008,13:54,B,3,2,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0
Keith Crescent,04/09/2008,15:02,B,3,1,1,1,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0
Clovenstone Gardens,05/09/2008,13:33,C,2,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Hillview Cottages,05/09/2008,11:21,B,3,1,1,1,3,3,1,0,0,1,1,1,0,1,0,0,0,0,0
Cherry Tree Grove,05/09/2008,12:25,B,3,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
Rowantree Grove,05/09/2008,12:30,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,1,0,0,0
Riccaron Crescent,05/09/2008,12:56,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Muirwood Road,05/09/2008,13:06,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Baberton Mains Way,05/09/2008,13:48,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Brandon Street,08/09/2008,11:57,B,2,1,1,1,3,2,1,0,0,1,1,0,1,1,1,0,0,0,0
Warriston Gardens,08/09/2008,11:50,B,3,1,1,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0
St. Clair Road,09/09/2008,12:40,B,2,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Drum Terrace,09/09/2008,12:36,B,3,1,1,1,1,2,1,0,0,1,1,0,1,1,0,0,0,0,0
Turnhouse Road,09/09/2008,15:23,B,4,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Turnhouse Road,09/09/2008,15:27,B,4,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Swanston Village,10/09/2008,15:03,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Murrays,10/09/2008,10:18,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Liberton Drive,10/09/2008,10:48,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Gimerton Dykes Avenue,10/09/2008,13:11,B,3,2,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0
Ferniehill Drive,10/09/2008,13:32,C,3,1,1,1,3,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Stennis Gardens,10/09/2008,13:52,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White Dales,10/09/2008,14:34,B,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Murrayburn Park,11/09/2008,13:08,C,2,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Latch Park,11/09/2008,10:42,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Stenhouse Cottages,11/09/2008,15:03,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Seafield Road East,12/09/2008,09:54,B,2,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Seafield Road East,12/09/2008,09:56,B,2,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Figgate Bank,12/09/2008,10:24,B,2,2,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0
Bellfield Terrace,12/09/2008,10:39,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Milton Road East,12/09/2008,11:03,B,3,1,1,1,1,2,1,0,0,1,1,0,1,1,0,0,0,0,0
Niddrie House Avenue,12/09/2008,11:59,C,3,2,1,1,1,3,1,0,0,1,1,1,1,1,0,0,0,1,0
Klondyke Street,12/09/2008,11:28,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Parrotshot,12/09/2008,13:39,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Duddingston Rise,12/09/2008,13:54,B,3,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Cambridge Street,13/09/2008,12:53,B,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Hope Street Lane,13/09/2008,11:30,C,1,1,1,4,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0
Seafield Way,16/09/2008,11:02,C,3,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Kekewich Avenue,16/09/2008,11:17,B,3,1,1,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Christie Miller Avenue,16/09/2008,11:26,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Craigentinny Place,16/09/2008,11:31,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Moray Park Terrace,16/09/2008,11:53,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Fishwiwes Causeway,16/09/2008,12:59,B,3,2,1,1,3,2,1,0,0,1,1,0,0,1,0,0,0,1,0
Farrer Terrace,16/09/2008,13:12,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Willowbrae Gardens,16/09/2008,13:38,B,3,2,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0
Southfield Place,16/09/2008,13:59,B,3,1,1,2,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Stevenson Grove,16/09/2008,14:54,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Cesser Crescent,16/09/2008,15:04,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Hutchison Park,16/09/2008,15:16,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Admiral Terrace,17/09/2008,11:49,C,2,1,1,2,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Argyle Place,17/09/2008,13:43,B,2,1,1,1,1,2,1,0,0,1,1,1,0,1,1,0,0,0,0
Upper Gilmore Place,17/09/2008,14:39,B,2,1,1,2,3,2,1,0,0,1,1,1,1,1,0,1,0,0,0
West Tollcross,17/09/2008,14:44,B,2,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Lochrin Place,17/09/2008,14:46,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Lily Terrace,17/09/2008,16:00,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
The Crescent (Morningside Rd),17/09/2008,13:03,B,3,1,1,1,1,3,1,0,0,0,1,0,1,1,0,0,0,0,0
Bramdean View,17/09/2008,13:15,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Etterick Road,17/09/2008,14:06,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Craiglea Place,17/09/2008,14:16,B,3,1,1,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0
Morham Park,17/09/2008,10:55,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Summerhall,18/09/2008,11:46,B,2,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Grays Court,18/09/2008,12:11,B,2,1,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0
Thistle Place,18/09/2008,10:46,B,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Grove Street,18/09/2008,11:13,B,2,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Dryden Place,18/09/2008,14:10,B,3,1,1,1,1,3,1,0,0,1,1,0,0,1,0,0,0,0,0
Observatory Road,18/09/2008,14:34,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
West Mains Road,18/09/2008,14:44,B,3,1,1,1,1,3,1,0,0,1,1,1,0,1,0,0,0,0,0
Gordon Terrace,18/09/2008,14:52,B,3,1,1,1,1,3,1,0,0,1,0,1,0,1,0,0,0,0,0
Reids Court,19/09/2008,12:10,A,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Riddles Close,19/09/2008,13:35,B,1,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
North Bank Street,19/09/2008,13:45,B,1,1,1,2,2,1,1,0,0,1,0,1,1,1,0,0,0,0,0
London Street,19/09/2008,10:18,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Forth Street,19/09/2008,10:37,B,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Dean Street,13/04/2009,07:35,B,2,1,1,1,1,1,1,2,0,1,1,0,1,1,0,0,0,0,0
Learmonth View,13/04/2009,07:45,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Learmonth Avenue South,13/04/2009,07:55,B,2,1,1,1,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0
Belgrave Crescent,13/04/2009,08:10,B,3,1,1,1,3,2,1,0,0,1,0,0,1,1,0,1,0,0,0
Craigleith Hill Avenue,13/04/2009,08:20,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Craigleith Hill Avenue,13/04/2009,08:25,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Leopold Place,13/04/2009,08:55,B,1,1,1,1,1,1,1,2,0,1,1,0,1,1,0,0,0,0,0
Pilrig Gardens,13/04/2009,09:05,C,2,2,1,2,3,2,1,0,0,1,1,1,0,1,0,0,0,1,0
Cables Wynd,13/04/2009,09:15,B,2,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0
Summerfield Place,13/04/2009,09:25,B,2,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Cadiz Street,13/04/2009,09:35,C,2,2,1,1,2,2,1,0,0,1,1,1,1,1,0,1,0,1,0
Marine Esplanade,13/04/2009,09:45,B,4,2,1,1,3,1,1,0,0,0,1,1,0,1,0,0,0,1,0
Marine Esplanade,13/04/2009,09:49,B,4,2,1,1,3,1,1,0,0,1,0,1,0,1,0,0,0,1,0
Ballantyne Road,13/04/2009,09:55,B,2,1,1,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Crewe Terrace,13/04/2009,10:00,B,3,1,1,1,3,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Royston Mains Terrace,13/04/2009,10:15,B,3,2,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0
March Road,13/04/2009,10:20,B,3,1,1,1,3,2,1,0,0,0,1,1,0,1,0,0,0,0,0
March Road,13/04/2009,10:23,B,3,1,1,1,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0
West Pilton Road,13/04/2009,10:30,B,2,2,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0
Carfrae Gardens,13/04/2009,10:40,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hawthornbank Lane to Bells Brae,13/04/2009,10:45,C,2,2,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
Hailes Street,22/04/2009,10:23,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Balckford Road,22/04/2009,10:30,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Relugas Road,22/04/2009,10:35,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Relugas Road,22/04/2009,10:35,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Relugas Gardens,22/04/2009,10:37,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
East Savile Road,22/04/2009,10:45,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Park Crescent,22/04/2009,10:55,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Yewlands Crescent,22/04/2009,11:00,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0
Greenend Drive,22/04/2009,11:05,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Ferniehill Terrace,22/04/2009,11:10,B,3,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Southhouse Place,22/04/2009,11:20,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alnwickhill Court,22/04/2009,11:30,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
Meadow Lane,22/04/2009,11:43,B,2,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
Hillcoat Loan,27/04/2009,15:00,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mentone Avenue,27/04/2009,15:08,B,2,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Paisley Avenue,27/04/2009,15:17,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Northfield Farm Avenue,27/04/2009,15:20,B,3,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Northfield Farm Avenue,27/04/2009,15:22,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Marionville Grove,27/04/2009,15:50,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Loaning Road,27/04/2009,16:00,B,3,1,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Roseburn Drive,28/04/2009,10:20,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Vivian Terrace,28/04/2009,10:22,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Silverknowes View,28/04/2009,10:30,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"Main Street, Davidson's Mains",28/04/2009,10:40,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"Main Street, Davidson's Mains",28/04/2009,10:40,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Silverknowes Road East,28/04/2009,10:45,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Silverknowes Road East,28/04/2009,10:45,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Silverknowes Avenue,28/04/2009,10:55,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Cramond Avenue,28/04/2009,11:05,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Cramond Avenue,28/04/2009,11:05,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Cramond Park,28/04/2009,11:10,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Builyeon Road,28/04/2009,11:50,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Allan Park,28/04/2009,12:00,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Allan Park,28/04/2009,12:00,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Newbridge Industrial Estate,28/04/2009,12:10,B,4,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Newbridge Industrial Estate,28/04/2009,12:10,B,4,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Newbridge Industrial Estate,28/04/2009,12:10,B,4,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Eastfield Road,28/04/2009,12:15,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Eastfield Road,28/04/2009,12:15,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Craigmount Loan,28/04/2009,12:20,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
path between 19 & 20 North Bughtlin Gate,28/04/2009,12:25,B,3,2,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0
Craigs Grove,28/04/2009,12:30,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Craigs Crescent - Craigs Bank - Path,28/04/2009,12:30,B,3,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Manse Street,28/04/2009,13:00,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Manse Road,28/04/2009,13:00,B,3,1,1,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Glendevon Park,28/04/2009,13:15,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Dumbryden Gardens,28/04/2009,09:30,B,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Dumbryden Gardens,28/04/2009,09:30,B,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Dumbryden Gardens,28/04/2009,09:30,B,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Calder Drive,28/04/2009,09:35,C,3,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Calder Drive,28/04/2009,09:35,C,3,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Sighthill Rise,28/04/2009,09:40,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Bankhead Terrace,28/04/2009,09:45,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Bankhead Terrace,28/04/2009,09:45,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Broomhouse Way,28/04/2009,10:00,C,2,2,1,1,3,2,1,0,0,1,1,1,0,1,0,0,0,1,0
Sauchiebank,28/04/2009,10:15,C,3,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Dreghorn Link,28/04/2009,14:33,B,3,1,1,1,2,3,1,0,0,1,1,0,1,1,0,0,0,0,0
Dreghorn Link,28/04/2009,14:38,B,3,1,1,1,2,3,1,0,0,1,1,0,0,1,0,0,0,0,0
Buckstone Dell,28/04/2009,15:10,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,1
