Street Name,Date,Time,Grade,Zone,Dogfoul,Vandalism,Graffiti,Weeds,Detritus,Fly Posting,Bin Count,Number Overflowing,Smoking,Drinks,Confectionery,Fast Food,Pedestrian Individual,Business,Domestic,Construction,Animal Faeces,Other
Belgrave Road,28/04/2010,10:10,C,3,1,1,1,4,4,1,0,0,1,0,1,0,1,0,0,0,0,0
Belgrave Road,28/04/2010,10:15,B,3,1,1,1,3,4,1,0,0,1,1,1,0,1,0,0,0,0,0
Barony Terrace,28/04/2010,10:30,B,2,1,1,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Barony Terrace,28/04/2010,10:40,B,2,1,1,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0
Bramble Drive,28/04/2010,10:55,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Braehead Road,28/04/2010,11:15,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Braehead Road,28/04/2010,11:20,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Crammond Crescent,28/04/2010,11:30,B,3,1,1,2,3,3,1,0,0,1,1,1,0,1,0,0,0,0,0
Kirk Crammond,28/04/2010,11:40,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bughtlin Drive,28/04/2010,11:50,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
North Bughtlin Place,28/04/2010,12:00,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Turnhouse Road,28/04/2010,12:15,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Turnhouse Road,28/04/2010,12:20,C,4,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,1
Gogarloch Bank,28/04/2010,12:50,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Fairview Road,28/04/2010,13:00,B,4,1,1,1,3,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Hillwood Road,28/04/2010,13:10,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Queen Anne Drive,28/04/2010,13:20,D,3,1,1,1,3,3,1,0,0,1,1,1,1,1,1,0,1,0,0
Queen Anne Drive,28/04/2010,13:30,C,3,1,1,1,3,3,1,0,0,0,1,1,1,1,1,1,0,0,0
Scotstoun Avenue,28/04/2010,13:50,B,3,1,1,1,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0
Burgess Road,28/04/2010,14:05,B,3,1,1,1,2,3,1,0,0,1,1,1,0,1,0,0,0,0,0
Ashburnham Gardens,28/04/2010,14:10,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Brighouse Park Cross,28/04/2010,14:30,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Torphican Street,26/04/2010,11:15,A,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Randolph Crescent,26/04/2010,11:05,B,1,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Ramsay Gardens,26/04/2010,10:45,B,1,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,1,1,0
Lauriston Place,26/04/2010,11:23,B,1,2,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,1,0
Gayfield Square,26/04/2010,14:05,B,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
Grosvenor Gardens,26/04/2010,13:20,B,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
North West Circus Place,26/04/2010,13:48,A,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
West Port,26/04/2010,11:30,B,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
Grassmarket,26/04/2010,11:45,B,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
Leamingston Terrace,26/04/2010,08:35,B,2,1,1,2,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
South Oswald Road,26/04/2010,09:20,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Park,26/04/2010,06:40,B,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Little Road,26/04/2010,11:00,B,3,1,1,1,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0
Cluny Drive,26/04/2010,07:40,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Moredunvale Way,26/04/2010,10:10,B,3,2,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
Mayfield Terrace,26/04/2010,07:30,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Millar Place,26/04/2010,07:55,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Gillsland Park,26/04/2010,08:15,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Lady raod,26/04/2010,06:50,B,3,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Murdonevale grove,26/04/2010,09:55,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wilton Road,26/04/2010,07:15,B,3,1,1,1,2,2,1,0,0,0,0,1,1,1,0,0,0,0,0
Hyvot Mill Drive,26/04/2010,10:25,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Toll Lade,26/04/2010,07:00,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Carnbee Crescent,26/04/2010,10:40,B,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Marshall Street,26/04/2010,08:25,B,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Summerhall Square,26/04/2010,08:55,B,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Melville Terrace,26/04/2010,08:45,B,2,2,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0
Murrayburn Road,14/04/2010,09:00,B,2,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Murrayburn Road,14/04/2010,09:10,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wheatfield Terrace,14/04/2010,09:20,B,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Lewis Terrace,14/04/2010,09:40,B,2,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Gardners Crescent ,14/04/2010,09:05,B,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Shnadon Street,14/04/2010,09:30,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Cowan Road,14/04/2010,09:50,B,3,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Meggetland Wynd,14/04/2010,10:00,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Firrhill Drive,14/04/2010,10:15,C,3,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Oxgangs Street,14/04/2010,10:25,C,3,1,1,1,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0
Oxgangs Row,14/04/2010,10:35,B,3,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Caiystane Drive,14/04/2010,10:45,B,3,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0
Buckstone Terrace,14/04/2010,11:00,B,3,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
Otterburn Park,14/04/2010,11:15,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Munro Drive,14/04/2010,11:25,B,3,1,1,1,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0
Pentland Place,14/04/2010,11:35,B,3,1,1,1,1,2,1,0,0,1,1,0,1,1,0,0,0,0,0
Mansfield Road,14/04/2010,11:45,B,3,1,1,1,1,2,1,0,0,0,1,1,1,1,0,0,0,0,0
Deanpark ,14/04/2010,11:55,B,3,1,1,1,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0
Redhall Road,14/04/2010,12:10,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Parkhead View,14/04/2010,12:20,B,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
West fairbrae crescent,14/04/2010,12:45,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Wilkieston Road Ratho,14/04/2010,16:30,B,3,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
Moray Park Terrace,14/04/2010,13:40,C,3,1,1,1,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0
Fishwives Causeway,14/04/2010,13:40,B,3,1,1,1,3,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Sydney Place,14/04/2010,15:36,B,3,2,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0
Bath Street Lane,14/04/2010,06:00,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Bellfield Lane,14/04/2010,07:40,B,2,1,1,1,2,3,1,0,0,1,1,0,1,1,0,0,0,0,0
Bellfield Street,14/04/2010,10:19,C,2,1,1,1,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0
Eastfield,14/04/2010,12:00,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Castlepark Gait,14/04/2010,13:12,C,3,1,1,1,2,2,1,0,0,1,1,1,1,1,0,1,0,0,0
Old Church Lane,14/04/2010,16:19,B,3,1,1,1,2,3,1,0,0,1,1,1,0,1,0,0,0,0,0
Abercorn Drive,14/04/2010,06:28,B,3,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Abercorn Grove,14/04/2010,08:09,B,3,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,1,0,0
Salamander Yards,29/04/2010,11:18,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
Pattison Street,29/04/2010,11:24,C,2,2,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0
Duncan Place,29/04/2010,11:36,B,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Academy Street,29/04/2010,11:45,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
East hermitage,29/04/2010,11:53,B,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Albion Place,29/04/2010,12:05,B,2,1,1,1,1,1,2,0,0,1,1,1,0,1,0,0,0,0,0
Kirk Street,29/04/2010,12:15,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Parliament Street,29/04/2010,12:20,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Sandport Street,29/04/2010,12:27,B,2,1,1,1,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0
Carfae park,29/04/2010,12:36,B,3,1,1,1,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0
Carfrae Road,29/04/2010,12:43,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,1
Ferrt Gait Drive,29/04/2010,12:50,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
East Pilton Farm Wynd,29/04/2010,12:55,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Granton Terrace,29/04/2010,13:03,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Primrose Bank Road,29/04/2010,13:10,B,3,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0
Beresford Place,29/04/2010,13:14,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Beresford Terrace,29/04/2010,13:25,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1
Craighall Avenue,29/04/2010,13:36,B,3,1,1,1,2,2,1,0,0,1,0,0,0,0,1,1,0,0,0
Annfield Street,29/04/2010,13:49,B,2,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1
Dudley Grove,29/04/2010,12:53,B,3,1,1,1,4,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Bonnington Avenue,29/04/2010,13:05,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1
Marshall Street,26/04/2010,08:25,B,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Summerhall Square,26/04/2010,08:55,B,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Melville Terrace,26/04/2010,08:45,B,2,2,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0
Bellevue Crescent,09/06/2010,13:10,B,2,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Dublin Street,09/06/2010,13:25,A,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
South Gayfield Lane,09/06/2010,13:40,A,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Waverley Park,09/06/2010,13:55,B,2,2,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,1,0
Bulls Close,09/06/2010,14:40,B,1,2,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,1,0
Cockburn Street,09/06/2010,14:25,B,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Spittal Street,09/06/2010,14:40,B,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Chuckie Pend,09/06/2010,14:55,B,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Conference Square,09/06/2010,15:10,B,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Tytler Court,10/06/2010,09:30,B,2,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Pennywell Gardens,24/06/2010,12:00,C,3,1,1,2,3,3,1,0,0,1,1,0,0,1,0,0,0,0,0
Ferry Gair Drive,24/06/2010,09:57,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Easter Drylaw,24/06/2010,10:03,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Easter Drylaw Grove,24/06/2010,10:08,B,3,1,1,1,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Hillpark Terrace,24/06/2010,10:18,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Craigleith Road,24/06/2010,10:26,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Craigleith Road,24/06/2010,10:33,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
West Werberside,26/06/2010,10:44,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Arboretum Avenue,26/06/2010,10:55,B,3,2,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0
Grierson Avenue,26/06/2010,11:05,B,3,1,1,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Boswall Loan,26/06/2010,11:15,B,3,1,1,1,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Boswall Loan,26/06/2010,11:18,B,3,2,1,2,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0
Saltire Street ,26/06/2010,11:25,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Laverock Bank Avenue - South,26/06/2010,11:32,B,3,1,1,1,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0
Bleachfield ,26/06/2010,11:42,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Spey Terrace,26/06/2010,11:53,C,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Beadalbane Street,26/06/2010,12:00,C,2,1,1,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Commercial Wharf,26/06/2010,12:10,C,2,1,1,1,2,2,1,0,0,1,1,1,0,1,1,0,0,0,0
Industrial Road,26/06/2010,12:13,B,2,1,2,2,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Ryehill Avenue,26/06/2010,12:30,B,2,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Annandale street lane,26/06/2010,12:42,B,2,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Ashley Terrace,23/06/2010,14:28,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Cluny Place,23/06/2010,14:47,B,3,1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0
Newbattle Terrace,23/06/2010,14:53,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Barclay Place,23/06/2010,14:59,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Warrender Park Crescent,23/06/2010,15:10,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Boroughloch,23/06/2010,15:02,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Potterow,23/06/2010,15:45,A,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
St Leonards Bank,23/06/2010,15:56,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Findhorn Place,23/06/2010,16:07,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Granby Road,23/06/2010,16:16,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ross Place,23/06/2010,16:29,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Rankin Avenue,23/06/2010,16:32,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Gordon terrace,23/06/2010,16:39,B,3,1,1,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0
Kingston Avenue,23/06/2010,16:57,A,3,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Moredunvale Loan,23/06/2010,17:05,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cadogan Road,23/06/2010,17:23,B,3,1,1,1,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0
Carnbee Park,23/06/2010,17:40,B,3,1,1,1,2,3,1,0,0,0,0,1,1,1,0,0,0,0,0
Lasswade Road,23/06/2010,17:58,C,3,1,1,1,1,3,1,0,0,1,0,0,1,1,0,0,0,0,0
Lasswade Road,23/06/2010,18:06,B,3,1,1,1,1,3,1,0,0,1,1,0,0,1,0,0,0,0,0
North Street Ratho,10/06/2010,09:50,B,3,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0
East Hermiston,10/06/2010,10:05,B,4,1,1,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Bankhead Medway0,10/06/2010,10:12,C,3,1,1,1,2,3,1,0,0,1,1,1,0,1,0,0,0,0,0
Wester Hailes Road,10/06/2010,10:17,B,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Wester Hailes Road,10/06/2010,10:25,B,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Dumbryden Drive,10/06/2010,10:34,B,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Grant Avenue,10/06/2010,10:43,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Harlaw Road,10/06/2010,10:49,A,4,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Thorburn Grove,10/06/2010,10:54,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Woodhall Avenue0,10/06/2010,11:45,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Cherry Tree Place,10/06/2010,11:57,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Clayhills Grove,10/06/2010,12:05,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Deanpark Court,10/06/2010,12:12,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Arnott Gardens,10/06/2010,12:26,B,3,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1
Peatville Terrace,10/06/2010,12:32,B,3,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Craiglockhart Place,10/06/2010,12:54,B,3,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0
South Steil,10/06/2010,13:03,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Meggetland View,10/06/2010,13:13,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Darly Gait,10/06/2010,13:39,B,3,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Ardmillan Terrace Lane,10/06/2010,14:05,B,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Wheatfield road,10/06/2010,14:10,B,2,1,1,1,2,2,1,3,0,1,1,1,0,1,0,1,0,0,0
Stenhouse Crescent,10/06/2010,14:23,B,3,3,1,1,2,3,1,0,0,1,1,1,0,1,0,0,0,1,0
Borthwick Place,24/06/2010,09:35,B,3,1,1,1,3,3,1,0,0,0,0,1,1,1,0,1,0,0,0
Roseburn Avenue,24/06/2010,09:50,C,2,1,1,1,4,4,1,0,0,1,1,1,0,1,0,0,0,0,0
Corstorphine Hill Avenue,24/06/2010,10:05,B,3,1,1,1,4,3,1,0,0,0,0,1,0,1,0,0,0,0,0
Corstorphine House Terrace,24/06/2010,10:30,B,3,1,1,1,3,3,1,0,0,1,0,1,0,1,0,0,0,0,0
North Gyle Loan,24/06/2010,10:45,B,3,1,1,1,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0
South Maybury,24/06/2010,11:30,B,3,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0
Gyle Avenue,24/06/2010,11:10,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Barnton Park Drive,24/06/2010,11:45,B,3,1,1,1,2,4,1,0,0,0,0,1,0,1,0,0,0,0,0
Cramond Terrace,24/06/2010,12:15,B,3,1,1,1,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0
The Green,24/06/2010,12:00,B,3,1,1,1,4,3,1,0,0,0,1,0,0,1,0,0,0,0,0
The Green,24/06/2010,12:05,B,3,1,1,1,4,3,1,0,0,1,1,0,0,1,0,0,0,0,0
Cammo Road,24/06/2010,12:30,B,3,1,1,1,3,3,1,0,0,1,0,1,0,1,0,0,0,0,0
Cammo Road,24/06/2010,12:35,B,3,1,1,1,3,3,1,0,0,1,1,0,0,1,0,0,0,0,0
Milton Farm Road,24/06/2010,13:00,B,4,1,1,1,4,3,1,0,0,1,1,0,0,1,0,0,0,0,0
Milton Farm Road,24/06/2010,13:10,B,4,1,1,1,4,3,1,0,0,0,0,1,0,1,0,0,0,0,0
Milton Farm Road,24/06/2010,13:15,B,4,1,1,1,4,3,1,0,0,1,1,0,0,1,0,0,0,0,0
Scotstoun Avenue,24/06/2010,13:25,B,3,1,1,1,3,2,1,1,0,1,0,1,0,1,0,0,0,0,0
Scotstoun Avenue,24/06/2010,13:30,B,3,1,1,1,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0
Scotstoun Avenue,24/06/2010,13:40,B,3,1,1,1,2,1,1,2,0,1,1,1,0,1,0,0,0,0,0
Echline Place,24/06/2010,13:55,B,3,1,1,1,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0
Echline Park,24/06/2010,14:00,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Echline Gardens,24/06/2010,14:10,A,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Forth Terrace,24/06/2010,14:25,A,3,1,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Old Liston Road,24/06/2010,14:40,C,4,1,1,1,1,3,3,0,0,1,1,1,0,1,0,0,0,0,0
Cleekim Drive,25/06/2010,10:00,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cleekim Drive,25/06/2010,10:03,B,3,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Parrotshot,25/06/2010,10:07,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Park Avenue,25/06/2010,10:11,B,3,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Park Avenue,25/06/2010,10:13,B,3,2,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Rosefield Place,25/06/2010,10:17,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pipe Street,25/06/2010,10:23,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Sydney Terrace,25/06/2010,11:05,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Piershill Lane,25/06/2010,11:20,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Sunnybank,25/06/2010,11:25,B,2,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Comely Green Place,25/06/2010,11:28,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0
Queens Park Avenue,25/06/2010,11:35,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Duddingston Gardens South,25/06/2010,11:52,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Turnhouse Road,,08:24,B,4,1,1,1,1,2,1,0,0,1,1,1,0,1,1,0,0,0,0
South Maybury St,,09:36,B,4,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Forth Park,,10:00,B,4,1,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0
Inchgarvie Park,,10:10,B,4,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Scotstoun Green,,10:15,B,3,1,1,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Newmains Farm La,,10:25,B,3,1,1,2,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0
The Glebe,,10:28,B,4,1,1,1,3,3,1,0,0,1,0,1,0,1,0,0,0,0,0
Gateside Road,,10:35,B,3,1,1,1,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Avenal,,11:00,B,4,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
Corbiehill Crescent,,11:05,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Parkgrove View,,11:20,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Finlaggan Court,,11:40,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Craigmount Terrace,,11:40,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
CBA,,11:45,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Forrester Road,,11:50,B,3,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Clerwood Bank,,11:59,B,3,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Campbell Road,,12:25,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
Roseburn Terrace,,12:30,B,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
Stanhope Place,,12:35,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Coltbridge Gardens,,12:50,B,3,1,1,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0
